Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
396,13.2,1772.03,840.76,0.95,1794.25,833.63,0.95,1784.26,826.57,0.6,1834.9,863.67,0.96,1805.88,843.04,0.19,1787.84,980.68,0.99,1750.64,941.87,0.99,1758.12,1101.08,0.98,1752.51,1094.54,0.94,1732.82,1225.49,0.98,1747.91,1182.94,0.92,1553.81,1080.78,0.99,1545.18,1025.26,0.99,1374.02,1073.72,0.99,1441.17,908.4,0.98,1186.69,1156.81,0.96,1301.5,941.66,0.96
397,13.233,1772.84,839.71,0.96,1795.63,833.25,0.96,1785.42,824.82,0.64,1835.82,864.18,0.97,1805.88,840.57,0.19,1788.72,982.73,1.0,1747.98,938.25,0.99,1759.62,1101.5,0.98,1751.07,1089.07,0.94,1732.72,1223.24,0.98,1748.15,1178.95,0.92,1553.47,1081.89,0.99,1543.04,1022.82,0.99,1374.29,1072.38,0.99,1445.14,895.72,0.98,1186.62,1154.15,0.96,1305.33,930.41,0.96
398,13.267,1772.08,840.66,0.95,1794.26,833.89,0.94,1785.29,826.4,0.57,1834.49,863.83,0.95,1809.05,842.29,0.18,1783.65,978.21,0.99,1754.63,938.9,0.99,1756.23,1091.53,0.98,1757.4,1090.37,0.95,1729.22,1217.76,0.98,1746.19,1175.55,0.93,1553.22,1081.66,0.99,1547.31,1025.09,0.99,1381.59,1065.1,0.99,1450.26,889.51,0.98,1197.04,1120.49,0.97,1309.14,895.53,0.97
399,13.3,1771.19,839.9,0.94,1792.69,833.37,0.94,1784.95,826.43,0.55,1832.87,864.56,0.96,1810.11,844.11,0.17,1782.69,977.98,0.99,1755.23,941.46,0.99,1754.97,1090.16,0.98,1757.99,1088.8,0.95,1730.05,1218.45,0.98,1748.5,1177.74,0.93,1552.96,1079.63,0.99,1548.55,1025.47,0.99,1377.86,1065.54,0.99,1442.25,900.58,0.98,1192.98,1138.21,0.97,1300.18,922.23,0.96
400,13.333,1770.17,840.46,0.95,1792.72,833.85,0.94,1783.57,826.39,0.59,1834.36,864.53,0.96,1807.51,842.81,0.18,1784.47,980.07,0.99,1753.98,941.05,0.99,1755.19,1093.91,0.98,1756.53,1092.78,0.95,1728.44,1216.18,0.98,1746.86,1177.32,0.93,1555.03,1080.95,0.99,1548.96,1024.75,0.99,1377.54,1073.38,0.99,1446.43,900.14,0.98,1194.13,1137.44,0.96,1305.56,919.02,0.96
401,13.367,1770.65,840.09,0.95,1793.12,833.36,0.94,1783.76,825.94,0.6,1834.66,864.01,0.96,1806.31,842.4,0.19,1785.66,980.66,0.99,1751.71,939.69,0.99,1756.94,1095.09,0.98,1754.1,1087.4,0.95,1731.14,1220.48,0.98,1745.67,1175.66,0.93,1551.34,1080.43,0.99,1545.12,1022.91,0.99,1373.02,1077.55,0.99,1444.89,902.95,0.98,1188.63,1168.19,0.96,1302.22,949.38,0.96
402,13.4,1769.72,841.78,0.96,1793.19,834.79,0.95,1781.77,826.87,0.61,1836.48,864.2,0.96,1803.48,841.33,0.17,1789.59,983.17,0.99,1750.39,936.34,0.99,1759.21,1096.06,0.98,1752.3,1086.25,0.94,1732.53,1223.38,0.98,1745.75,1175.95,0.93,1555.68,1083.14,0.99,1543.85,1020.42,0.99,1376.69,1073.8,0.99,1447.5,880.3,0.98,1194.86,1128.22,0.97,1311.46,890.98,0.97
403,13.433,1768.88,841.12,0.96,1792.33,834.04,0.96,1781.61,826.21,0.63,1835.82,863.24,0.96,1804.43,840.48,0.18,1786.63,981.23,0.99,1753.24,936.26,0.99,1757.36,1094.67,0.98,1755.22,1091.24,0.95,1730.22,1220.27,0.98,1745.24,1174.98,0.94,1555.49,1082.99,0.99,1545.4,1021.5,0.99,1376.91,1072.54,0.99,1443.29,880.08,0.99,1197.0,1104.61,0.97,1302.35,874.97,0.97
404,13.467,1768.67,840.62,0.96,1792.18,833.53,0.96,1781.27,826.12,0.63,1836.15,863.08,0.96,1803.71,841.18,0.18,1786.13,980.2,0.99,1753.52,936.99,0.99,1755.93,1090.04,0.98,1755.08,1087.61,0.95,1729.78,1219.54,0.98,1747.44,1177.4,0.93,1554.0,1082.12,0.99,1545.62,1021.27,0.99,1372.19,1078.01,0.99,1440.92,887.05,0.98,1196.63,1129.55,0.97,1301.43,899.71,0.97
405,13.5,1767.75,841.7,0.95,1790.8,833.83,0.95,1780.73,827.7,0.6,1836.33,861.91,0.96,1805.37,842.68,0.17,1783.8,978.46,0.99,1757.78,938.2,0.99,1753.78,1088.62,0.98,1758.91,1092.14,0.95,1728.51,1216.9,0.98,1746.63,1177.96,0.93,1554.0,1078.61,0.99,1548.23,1018.75,0.99,1374.42,1073.27,0.99,1439.28,880.11,0.99,1198.89,1112.65,0.97,1294.27,883.43,0.97
406,13.533,1767.65,840.97,0.95,1790.71,833.46,0.94,1781.14,827.09,0.58,1835.69,862.47,0.95,1806.35,842.54,0.15,1784.81,979.15,0.99,1757.87,935.92,0.99,1756.28,1089.6,0.98,1759.23,1091.33,0.94,1730.29,1217.26,0.98,1745.55,1174.08,0.93,1553.93,1082.08,0.99,1543.52,1020.2,0.99,1375.64,1068.7,0.99,1435.76,870.43,0.99,1209.1,1064.36,0.98,1294.73,834.69,0.98
407,13.567,1768.03,842.05,0.95,1791.06,834.41,0.95,1780.91,827.65,0.57,1836.32,862.58,0.95,1804.83,841.88,0.14,1792.54,982.48,0.99,1754.15,932.0,0.99,1760.43,1094.07,0.98,1755.83,1085.95,0.93,1735.41,1225.09,0.98,1747.91,1175.51,0.92,1558.18,1084.9,1.0,1539.64,1016.76,0.99,1372.86,1079.47,0.99,1430.88,863.69,0.99,1202.6,1069.32,0.98,1286.55,829.48,0.98
408,13.6,1768.31,840.28,0.96,1791.91,832.52,0.96,1781.03,825.39,0.63,1838.44,861.45,0.96,1803.84,839.78,0.16,1795.34,985.16,0.99,1753.69,931.71,0.99,1762.38,1098.79,0.98,1755.66,1084.78,0.93,1735.56,1226.66,0.98,1748.61,1176.42,0.91,1554.84,1088.06,1.0,1537.29,1017.24,0.99,1360.18,1097.85,0.99,1426.83,876.12,0.99,1193.62,1116.2,0.98,1281.52,876.64,0.98
409,13.633,1768.13,837.33,0.94,1788.01,831.1,0.92,1775.8,824.8,0.69,1830.8,866.8,0.9,1795.28,843.2,0.27,1778.49,985.51,0.99,1759.8,924.05,0.99,1749.35,1100.36,0.96,1753.88,1076.51,0.93,1741.98,1227.72,0.95,1759.12,1188.56,0.88,1539.58,1088.04,0.99,1526.58,1016.94,0.99,1344.99,1120.92,0.99,1392.02,899.8,0.98,1230.3,1036.72,0.96,1306.3,850.55,0.97
410,13.667,1767.16,837.91,0.94,1787.08,831.5,0.92,1774.31,825.89,0.67,1832.5,866.91,0.9,1795.13,844.28,0.24,1783.34,987.4,0.99,1763.99,923.06,0.98,1751.35,1096.9,0.96,1754.83,1072.92,0.93,1741.93,1226.68,0.95,1757.95,1183.67,0.89,1547.94,1090.66,0.99,1532.65,1017.27,0.99,1346.47,1124.47,0.99,1385.03,895.29,0.99,1226.74,1021.53,0.97,1294.95,839.32,0.97
411,13.7,1768.87,837.67,0.93,1788.56,830.76,0.92,1775.11,825.92,0.67,1833.96,864.95,0.9,1794.59,843.98,0.25,1781.56,985.2,0.98,1763.93,921.69,0.99,1748.68,1090.8,0.95,1755.24,1072.25,0.93,1738.67,1217.95,0.95,1754.57,1176.62,0.89,1541.41,1090.81,0.99,1525.57,1017.03,0.99,1342.06,1127.65,0.99,1377.92,894.32,0.99,1230.21,1008.95,0.98,1282.6,824.26,0.98
412,13.733,1767.94,837.61,0.95,1789.09,831.28,0.93,1774.81,824.25,0.71,1834.28,867.69,0.9,1791.67,841.55,0.26,1783.1,992.96,0.99,1758.02,917.44,0.99,1751.73,1098.72,0.95,1747.01,1063.27,0.93,1739.25,1221.81,0.95,1752.17,1171.85,0.88,1539.5,1095.98,0.99,1522.14,1014.54,0.99,1329.76,1151.67,0.99,1377.06,900.66,0.99,1209.6,1079.68,0.97,1279.99,869.27,0.97
413,13.767,1768.86,841.95,0.97,1792.29,833.57,0.96,1781.86,827.23,0.69,1837.86,861.19,0.96,1802.63,841.5,0.22,1792.25,983.39,1.0,1759.3,931.27,0.99,1760.36,1086.44,0.98,1759.8,1076.81,0.95,1732.26,1218.69,0.98,1746.87,1168.01,0.91,1545.18,1098.74,1.0,1532.2,1021.62,1.0,1343.24,1126.23,1.0,1403.02,874.64,0.99,1183.34,1146.69,0.99,1239.13,881.22,0.99
414,13.8,1769.78,843.46,0.97,1792.76,838.13,0.96,1782.43,829.48,0.71,1834.15,867.92,0.95,1802.79,843.8,0.23,1775.38,973.93,0.99,1759.83,929.84,0.99,1757.61,1096.33,0.98,1758.33,1089.47,0.93,1745.88,1221.56,0.98,1756.99,1178.12,0.89,1537.64,1091.78,0.99,1533.66,1022.65,0.99,1353.03,1111.81,0.99,1382.5,888.72,0.98,1180.9,1146.45,0.97,1233.19,843.87,0.97
415,13.833,1769.95,842.7,0.96,1792.05,837.57,0.95,1783.08,829.28,0.68,1831.85,868.08,0.95,1804.17,845.03,0.22,1773.52,973.07,0.99,1761.27,932.22,0.99,1755.23,1093.23,0.98,1759.09,1086.14,0.94,1744.02,1218.63,0.98,1756.16,1173.63,0.9,1536.59,1091.67,0.99,1534.36,1025.34,0.99,1348.34,1111.14,0.99,1378.33,900.9,0.98,1182.91,1146.47,0.97,1224.78,857.29,0.97
416,13.867,1768.87,843.73,0.96,1790.64,838.75,0.94,1782.18,831.32,0.65,1831.08,869.19,0.94,1804.47,847.74,0.21,1771.68,972.41,0.99,1763.21,935.24,0.99,1754.7,1092.61,0.98,1762.38,1088.96,0.94,1744.03,1214.16,0.97,1756.59,1173.49,0.9,1540.84,1083.39,0.99,1540.32,1019.7,0.99,1353.05,1112.34,0.99,1377.78,909.46,0.98,1182.34,1146.63,0.98,1214.98,864.4,0.98
417,13.9,1768.9,843.73,0.96,1791.04,838.45,0.95,1780.68,830.96,0.67,1830.38,868.2,0.95,1799.26,846.45,0.23,1773.46,973.58,0.99,1759.04,932.65,0.99,1758.24,1097.34,0.98,1759.34,1084.41,0.94,1747.25,1217.08,0.98,1754.79,1170.32,0.89,1538.84,1081.44,0.99,1536.79,1014.98,0.99,1346.33,1121.87,0.99,1372.76,913.67,0.98,1173.92,1182.2,0.97,1211.17,897.86,0.97
418,13.933,1767.96,844.41,0.96,1789.74,838.75,0.95,1780.91,831.91,0.7,1830.14,868.33,0.95,1801.99,848.04,0.24,1770.06,972.24,0.99,1762.73,935.01,0.99,1754.53,1092.13,0.98,1761.32,1087.38,0.94,1744.26,1214.86,0.97,1756.47,1173.28,0.89,1535.08,1083.08,0.99,1536.12,1017.46,0.99,1343.06,1124.13,0.99,1365.43,915.25,0.98,1175.0,1175.28,0.98,1194.45,890.61,0.97
419,13.967,1768.57,844.3,0.96,1790.44,838.52,0.95,1780.58,832.16,0.67,1830.8,868.15,0.95,1799.82,848.89,0.23,1769.93,971.09,0.99,1760.95,936.44,0.99,1752.77,1091.87,0.98,1758.55,1087.66,0.94,1743.72,1212.77,0.97,1754.06,1170.22,0.9,1536.94,1080.41,0.99,1538.25,1017.9,0.99,1342.52,1124.55,0.99,1364.51,928.56,0.98,1171.35,1191.69,0.97,1192.94,924.54,0.97
420,14.0,1767.56,845.4,0.97,1790.01,838.69,0.96,1778.6,832.49,0.7,1832.4,867.41,0.96,1796.03,848.6,0.22,1774.32,973.94,1.0,1758.11,939.17,0.99,1757.14,1102.06,0.98,1757.26,1093.86,0.93,1747.56,1219.79,0.98,1758.46,1179.21,0.87,1538.79,1085.45,0.99,1535.27,1021.97,0.99,1339.0,1128.64,0.99,1354.69,934.81,0.99,1169.66,1203.42,0.98,1178.6,927.82,0.98
421,14.033,1768.11,844.17,0.95,1788.33,837.62,0.94,1780.48,832.86,0.62,1827.3,866.67,0.95,1801.45,851.31,0.22,1765.45,969.83,0.99,1765.14,943.64,0.99,1746.86,1092.27,0.98,1762.84,1095.85,0.95,1740.17,1212.11,0.97,1758.29,1178.28,0.9,1539.25,1081.44,0.99,1545.3,1024.26,0.99,1343.5,1127.44,0.99,1354.3,950.1,0.99,1166.75,1204.94,0.98,1170.8,950.77,0.98
422,14.067,1768.58,842.83,0.95,1788.14,836.32,0.93,1780.54,831.82,0.6,1825.68,865.4,0.95,1800.63,850.77,0.21,1766.16,967.26,0.99,1761.99,941.12,0.99,1749.28,1088.14,0.98,1761.01,1086.19,0.94,1742.3,1208.69,0.98,1756.65,1172.0,0.9,1540.73,1079.52,0.99,1544.1,1024.7,0.99,1347.38,1126.35,0.99,1349.23,963.33,0.99,1161.78,1206.91,0.98,1167.63,969.1,0.98
423,14.1,1768.98,842.84,0.94,1788.56,836.08,0.93,1779.91,832.66,0.58,1827.52,864.92,0.95,1800.28,852.11,0.2,1767.25,964.88,0.99,1761.72,944.94,0.99,1746.59,1089.86,0.97,1759.26,1090.53,0.95,1741.88,1209.45,0.97,1757.39,1177.93,0.91,1554.29,1071.43,0.99,1557.38,1028.09,0.99,1371.04,1110.13,0.99,1369.56,991.24,0.99,1161.68,1185.73,0.98,1172.58,1011.63,0.98
424,14.133,1768.99,842.69,0.93,1787.57,835.97,0.92,1779.94,832.95,0.55,1824.78,865.2,0.95,1801.35,853.4,0.2,1765.96,965.24,0.99,1761.12,947.45,0.99,1745.14,1088.86,0.97,1757.94,1088.41,0.95,1739.29,1206.93,0.97,1753.23,1174.37,0.92,1559.4,1069.55,0.99,1561.35,1030.07,0.99,1386.73,1100.57,0.99,1370.74,999.02,0.99,1165.46,1174.23,0.98,1162.86,1018.82,0.98
425,14.167,1769.16,843.65,0.94,1788.13,836.57,0.93,1779.14,833.37,0.58,1825.82,865.49,0.95,1798.99,852.97,0.2,1768.15,967.22,0.99,1759.28,947.9,0.99,1748.08,1097.14,0.97,1758.83,1093.52,0.94,1742.5,1211.87,0.97,1756.79,1180.58,0.91,1563.1,1069.96,0.99,1561.85,1031.45,0.99,1393.71,1098.22,0.99,1371.71,1004.7,0.99,1159.61,1165.95,0.98,1152.98,1025.54,0.98
426,14.2,1769.73,843.97,0.94,1789.0,836.63,0.93,1778.18,833.5,0.57,1827.06,865.13,0.95,1794.89,852.66,0.19,1771.67,966.75,0.99,1753.51,943.91,0.99,1752.16,1098.2,0.97,1752.74,1082.09,0.93,1746.48,1212.39,0.97,1751.35,1170.56,0.91,1567.18,1066.19,0.99,1559.86,1029.03,0.99,1397.01,1096.46,0.99,1363.59,1018.64,0.99,1159.96,1169.56,0.98,1152.5,1058.41,0.98
427,14.233,1769.98,846.87,0.94,1789.32,838.84,0.93,1777.84,835.96,0.57,1828.59,866.09,0.95,1793.95,854.26,0.19,1774.49,968.75,0.99,1752.59,944.69,0.99,1751.92,1101.65,0.97,1750.08,1083.41,0.93,1744.9,1212.4,0.97,1749.46,1171.56,0.91,1569.99,1066.07,0.99,1560.43,1029.48,0.99,1404.07,1095.62,0.99,1365.29,1022.16,0.99,1167.7,1175.18,0.98,1156.49,1082.21,0.98
428,14.267,1769.58,846.56,0.94,1789.47,838.65,0.94,1778.11,835.55,0.59,1830.36,866.66,0.95,1795.52,854.17,0.19,1770.27,966.33,0.99,1756.19,945.57,0.99,1745.48,1093.13,0.97,1752.79,1084.38,0.94,1741.8,1206.34,0.97,1751.96,1172.87,0.92,1564.78,1067.6,0.99,1560.89,1033.46,0.99,1397.29,1095.96,0.99,1364.69,1028.4,0.99,1162.95,1178.76,0.98,1149.59,1099.7,0.98
429,14.3,1769.06,847.01,0.95,1788.96,838.66,0.94,1776.66,835.55,0.62,1829.41,865.9,0.95,1792.1,853.44,0.2,1773.28,967.26,0.99,1753.31,944.24,0.99,1750.56,1096.63,0.97,1750.07,1081.97,0.94,1742.93,1207.98,0.97,1747.47,1168.84,0.92,1568.11,1068.53,1.0,1561.36,1033.68,0.99,1400.52,1098.82,0.99,1369.53,1031.64,0.99,1165.18,1183.13,0.98,1156.1,1109.26,0.98
430,14.333,1768.39,845.8,0.93,1787.67,837.72,0.93,1777.03,835.02,0.56,1827.82,865.4,0.95,1794.75,853.93,0.19,1769.71,965.54,0.99,1756.54,946.56,0.99,1746.49,1094.22,0.97,1756.06,1087.21,0.95,1740.45,1205.54,0.97,1750.23,1172.61,0.92,1565.22,1066.69,1.0,1562.04,1034.5,0.99,1393.56,1101.4,0.99,1363.16,1042.36,0.99,1167.26,1181.52,0.98,1153.87,1122.29,0.98
431,14.367,1767.56,846.06,0.94,1787.68,838.23,0.94,1775.31,834.56,0.59,1827.9,866.34,0.95,1790.55,852.61,0.19,1771.8,966.2,0.99,1751.2,942.31,0.99,1750.13,1095.32,0.97,1749.05,1076.42,0.94,1746.01,1210.38,0.97,1747.58,1165.84,0.92,1566.36,1068.3,1.0,1559.22,1035.74,0.99,1396.07,1100.48,0.99,1365.18,1047.96,0.99,1169.53,1183.04,0.98,1162.97,1131.6,0.98
432,14.4,1767.58,845.47,0.92,1786.52,837.18,0.92,1776.37,834.9,0.55,1825.72,864.84,0.95,1794.61,854.38,0.21,1765.59,962.37,0.99,1756.44,948.0,0.99,1742.62,1090.02,0.97,1755.24,1088.04,0.95,1741.98,1206.55,0.96,1752.72,1177.21,0.92,1561.35,1067.42,1.0,1562.61,1040.58,0.99,1390.53,1099.62,0.99,1370.99,1058.11,0.99,1170.22,1183.93,0.98,1167.12,1146.89,0.98
433,14.433,1767.76,847.39,0.94,1787.35,838.85,0.93,1775.57,836.07,0.59,1827.74,865.68,0.95,1791.68,854.08,0.2,1769.6,964.04,0.99,1753.14,945.8,0.99,1747.64,1093.4,0.97,1750.96,1083.47,0.94,1746.2,1212.6,0.97,1749.12,1175.48,0.92,1563.84,1066.8,1.0,1560.3,1038.52,0.99,1390.27,1101.76,0.99,1367.53,1061.63,0.99,1171.8,1182.55,0.98,1166.08,1151.77,0.98
434,14.467,1767.07,847.28,0.94,1787.13,838.79,0.94,1774.58,835.16,0.58,1828.18,865.67,0.95,1789.58,852.14,0.19,1774.48,967.04,0.99,1749.58,942.21,0.98,1754.63,1099.31,0.97,1747.99,1076.23,0.93,1750.51,1216.18,0.97,1750.42,1172.39,0.9,1567.32,1067.76,1.0,1557.97,1035.88,0.99,1392.87,1103.15,0.99,1362.67,1057.81,0.99,1172.78,1188.36,0.98,1164.54,1151.16,0.98
435,14.5,1767.09,847.18,0.93,1787.06,838.27,0.94,1773.86,835.21,0.58,1827.9,865.0,0.95,1788.85,852.58,0.19,1774.75,965.39,0.99,1749.94,943.46,0.98,1754.21,1099.72,0.97,1745.7,1078.58,0.93,1749.16,1215.67,0.97,1748.01,1171.46,0.9,1571.77,1066.51,0.99,1563.37,1037.56,0.99,1399.51,1096.45,0.99,1373.5,1060.43,0.99,1171.42,1187.6,0.98,1165.71,1161.07,0.97
436,14.533,1766.81,847.75,0.93,1786.57,838.41,0.93,1773.84,836.4,0.56,1828.64,864.43,0.95,1789.78,854.38,0.19,1772.33,963.08,0.99,1753.03,946.15,0.98,1750.38,1096.06,0.97,1751.17,1082.84,0.93,1748.39,1213.17,0.96,1750.05,1174.54,0.91,1568.09,1065.04,0.99,1561.99,1039.08,0.99,1393.13,1101.07,0.99,1361.42,1075.05,0.99,1171.86,1185.24,0.98,1161.6,1170.4,0.97
437,14.567,1766.31,847.61,0.92,1785.55,838.6,0.91,1774.74,837.26,0.54,1826.72,864.97,0.94,1793.64,856.58,0.21,1765.08,959.56,0.99,1759.01,952.44,0.99,1743.67,1086.52,0.96,1757.09,1091.29,0.95,1741.58,1205.83,0.96,1749.91,1176.53,0.93,1563.29,1063.51,0.99,1566.75,1042.76,0.99,1385.85,1099.64,0.99,1368.85,1082.08,0.99,1173.16,1183.67,0.97,1164.48,1175.89,0.97
438,14.6,1766.65,847.32,0.93,1786.69,838.79,0.93,1774.07,836.01,0.57,1828.54,866.13,0.95,1790.04,854.37,0.19,1773.26,963.36,0.99,1753.25,946.26,0.98,1751.88,1093.61,0.97,1748.58,1080.41,0.94,1747.52,1210.96,0.96,1746.62,1169.86,0.91,1570.12,1063.89,0.99,1564.32,1037.74,0.99,1389.16,1101.68,0.99,1363.24,1076.44,0.99,1174.77,1192.28,0.97,1162.38,1177.57,0.97
439,14.633,1767.19,847.41,0.92,1786.81,838.66,0.92,1774.9,836.25,0.54,1828.84,864.81,0.95,1792.42,854.05,0.18,1772.04,959.96,0.99,1756.68,945.2,0.98,1750.52,1086.02,0.96,1750.91,1076.51,0.93,1745.96,1207.9,0.96,1747.07,1168.47,0.91,1567.61,1062.86,0.99,1566.4,1037.55,0.99,1382.85,1104.16,0.99,1368.32,1077.87,0.99,1169.77,1200.81,0.97,1169.5,1182.8,0.97
440,14.667,1766.95,849.4,0.92,1786.47,840.36,0.92,1775.14,838.5,0.55,1828.68,865.15,0.94,1794.21,855.83,0.2,1767.22,957.96,0.99,1762.6,950.19,0.99,1741.56,1080.68,0.96,1757.54,1086.6,0.95,1737.85,1199.62,0.96,1748.03,1172.2,0.92,1564.02,1061.93,0.99,1570.91,1039.33,0.99,1377.01,1105.01,0.99,1375.15,1078.48,0.99,1168.09,1203.93,0.96,1174.39,1182.31,0.96
441,14.7,1766.2,848.78,0.93,1786.51,840.22,0.93,1773.65,837.1,0.56,1829.21,866.49,0.95,1790.56,854.1,0.18,1775.07,962.7,0.99,1753.85,945.31,0.98,1751.95,1092.78,0.96,1749.51,1080.69,0.93,1744.47,1208.63,0.96,1745.47,1170.21,0.9,1571.37,1064.96,0.99,1568.39,1037.84,0.99,1385.41,1103.38,0.99,1384.93,1067.45,0.98,1170.12,1208.26,0.96,1185.36,1176.5,0.96
442,14.733,1767.29,849.3,0.94,1788.54,840.99,0.95,1774.02,836.54,0.6,1831.26,867.72,0.96,1788.31,852.28,0.18,1781.74,968.03,0.99,1749.02,942.01,0.98,1757.6,1102.06,0.97,1741.91,1072.88,0.92,1747.96,1214.09,0.96,1743.99,1165.62,0.89,1576.75,1068.07,0.99,1567.48,1037.01,0.99,1389.54,1105.1,0.99,1391.81,1062.05,0.98,1172.79,1210.54,0.96,1196.25,1172.78,0.96
443,14.767,1767.31,847.52,0.94,1788.54,839.87,0.94,1774.74,835.71,0.58,1831.09,867.66,0.95,1789.87,852.9,0.19,1776.48,964.48,0.99,1753.04,945.07,0.98,1753.47,1093.37,0.96,1748.63,1079.19,0.93,1745.64,1207.67,0.96,1745.61,1167.56,0.91,1570.68,1064.92,0.99,1566.64,1036.48,0.99,1380.73,1108.82,0.99,1382.97,1070.44,0.98,1174.65,1211.33,0.96,1192.85,1173.63,0.96
444,14.8,1768.05,847.19,0.94,1789.16,839.22,0.95,1774.91,835.15,0.61,1831.41,866.46,0.96,1788.8,852.01,0.19,1779.19,965.79,0.99,1751.33,944.56,0.98,1756.27,1098.23,0.96,1745.76,1079.19,0.93,1749.11,1212.99,0.96,1744.38,1169.24,0.9,1572.43,1065.4,0.99,1565.9,1035.81,0.99,1378.09,1110.54,0.99,1381.04,1070.31,0.98,1177.44,1213.65,0.96,1196.67,1173.94,0.96
445,14.833,1767.4,848.23,0.94,1787.77,839.58,0.94,1774.79,836.49,0.6,1829.78,866.01,0.95,1791.12,853.78,0.19,1776.4,964.64,0.99,1754.97,948.3,0.98,1753.87,1097.68,0.96,1752.97,1087.45,0.93,1745.61,1211.82,0.96,1748.29,1174.9,0.9,1573.21,1066.74,0.99,1571.03,1039.86,0.99,1388.12,1103.22,0.98,1395.7,1064.18,0.98,1178.78,1210.54,0.96,1201.73,1171.27,0.95
446,14.867,1768.47,848.43,0.94,1789.05,839.93,0.94,1775.47,836.55,0.6,1831.42,866.49,0.95,1791.33,853.65,0.19,1779.52,965.16,0.99,1754.44,946.72,0.98,1754.04,1096.2,0.96,1747.59,1080.52,0.93,1746.05,1211.23,0.96,1743.36,1168.85,0.91,1575.4,1066.84,0.99,1571.18,1039.01,0.99,1386.71,1101.09,0.99,1393.68,1062.88,0.98,1177.92,1210.52,0.96,1199.97,1170.92,0.95
447,14.9,1767.68,846.91,0.93,1787.89,838.92,0.93,1775.19,835.74,0.58,1828.98,866.51,0.95,1791.77,853.99,0.2,1775.94,963.51,0.99,1755.16,947.22,0.98,1753.12,1092.72,0.96,1750.47,1080.93,0.93,1747.14,1211.51,0.96,1746.47,1172.12,0.9,1574.31,1064.82,0.99,1572.74,1038.4,0.99,1386.5,1101.49,0.99,1394.89,1065.74,0.98,1177.49,1210.12,0.96,1200.58,1172.04,0.96
448,14.933,1767.62,846.14,0.91,1786.92,838.16,0.92,1776.26,835.63,0.53,1827.12,865.83,0.94,1795.57,855.07,0.19,1773.03,962.7,0.99,1758.62,950.66,0.99,1748.24,1092.23,0.96,1753.51,1087.85,0.94,1741.49,1207.06,0.95,1745.23,1171.55,0.91,1572.95,1065.11,0.99,1574.84,1040.42,0.99,1386.37,1098.88,0.98,1393.12,1064.77,0.98,1180.61,1208.26,0.95,1199.8,1171.9,0.95
449,14.967,1767.72,846.39,0.92,1787.18,838.21,0.92,1776.44,835.88,0.54,1827.94,865.6,0.94,1795.94,855.26,0.2,1770.88,961.82,0.99,1759.41,951.61,0.99,1747.76,1088.92,0.96,1755.34,1087.24,0.94,1742.24,1206.24,0.96,1746.74,1173.0,0.92,1569.22,1064.56,0.99,1573.44,1040.68,0.99,1380.19,1098.52,0.98,1389.33,1066.09,0.98,1174.93,1209.97,0.95,1197.34,1172.76,0.95
450,15.0,1766.78,846.07,0.92,1786.11,838.2,0.92,1775.92,835.54,0.53,1827.18,866.08,0.95,1795.78,854.92,0.19,1773.51,962.92,0.99,1757.13,950.14,0.99,1749.5,1093.99,0.96,1751.39,1088.13,0.94,1744.78,1210.31,0.96,1748.44,1176.53,0.91,1572.46,1063.04,0.99,1573.49,1038.3,0.99,1382.66,1099.39,0.99,1389.59,1066.18,0.98,1177.24,1207.37,0.96,1198.6,1172.42,0.95
451,15.033,1766.78,846.18,0.93,1786.82,838.6,0.93,1775.53,835.07,0.55,1827.99,867.28,0.95,1794.07,853.98,0.18,1775.74,965.9,0.99,1755.45,948.49,0.98,1751.15,1097.91,0.96,1749.82,1085.82,0.93,1746.94,1212.93,0.96,1748.38,1174.56,0.9,1573.15,1064.71,0.99,1571.99,1037.5,0.99,1382.2,1099.03,0.99,1389.41,1060.74,0.98,1175.32,1210.93,0.96,1198.46,1172.47,0.95
452,15.067,1767.12,846.01,0.92,1786.32,838.31,0.92,1776.08,835.63,0.53,1826.28,866.49,0.95,1795.75,855.2,0.2,1770.4,962.33,0.99,1758.93,949.89,0.98,1746.7,1092.0,0.96,1755.48,1087.88,0.94,1745.47,1210.72,0.95,1750.06,1177.89,0.91,1570.72,1063.5,0.99,1574.52,1038.93,0.99,1383.62,1096.4,0.98,1391.35,1062.13,0.98,1177.8,1208.13,0.96,1198.41,1172.49,0.95
